minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,number_of_deaths
0.2168,0.4661,0.908,0.0844,0.1331,0.0261,0.1359,0.0471,0.0197,344.0
0.8415,0.1156,0.3757,0.681,0.9742,0.6705,0.0828,0.6367,0.696,60.0
0.1458,0.5938,0.4037,0.1493,0.148,0.1624,0.7822,0.1283,0.1827,77.0
0.4113,0.2436,0.5043,0.7147,0.7934,0.0497,0.6679,0.6046,0.2162,300.0
0.936,0.149,0.0,0.8822,0.9717,0.8898,0.3725,0.8103,0.9131,52.0
0.511,0.7771,0.9736,0.1659,0.6055,0.3986,0.6769,0.6587,0.3524,1899.0
0.595,0.5352,0.4928,0.326,0.6431,0.2496,0.8029,0.4906,0.4788,65.0
0.9987,0.5957,0.3811,0.958,0.9984,0.9796,0.5272,0.9885,0.9908,374.0
0.5632,0.2713,0.9144,0.5498,0.5941,0.2939,0.7026,0.7759,0.4011,1296.0
0.8243,0.1582,0.5912,0.3922,0.666,0.3626,0.618,0.5501,0.6877,148.0
0.1452,0.3416,0.7007,0.3442,0.2095,0.1907,0.6944,0.3018,0.2082,89.0
0.9971,0.3588,0.8188,0.7074,0.9978,0.9908,0.0417,0.9497,0.9713,211.0
0.5435,0.0,0.553,0.6705,0.5712,0.3814,0.6393,0.6549,0.4104,80.0
0.0942,0.4728,0.5158,0.2114,0.1484,0.1754,0.5613,0.1165,0.0981,103.0
0.2614,0.3241,0.9064,0.1659,0.0996,0.0621,0.0958,0.0554,0.0306,169.0
0.5699,0.32,0.7549,0.6164,0.3715,0.1907,0.8067,0.6116,0.3534,75.0
0.368,0.3512,0.9109,0.2913,0.0694,0.2939,0.9048,0.4635,0.2168,287.0
0.9803,0.4629,0.7816,0.8758,0.9898,0.9701,0.0,0.957,0.9456,32.0
0.3674,0.546,0.7921,0.5116,0.3279,0.6297,0.3696,0.5511,0.5906,1369.0
0.5963,0.8535,0.5333,0.631,0.8093,0.5645,0.2388,0.6323,0.7854,859.0
0.2515,0.6695,0.2257,0.9086,0.7612,0.7049,0.2162,0.6555,0.7841,428.0
0.3636,0.3206,0.1267,0.921,0.8752,0.5495,0.9077,0.9013,0.8758,229.0
0.3145,0.5317,0.6351,0.5613,0.2496,0.1519,0.3948,0.2442,0.2611,2049.0
0.4429,0.7084,0.5689,0.4667,0.716,0.4877,0.6565,0.7007,0.7119,1599.0
0.0452,0.0952,0.6313,0.6663,0.0805,0.788,0.2738,0.4473,0.6609,997.0
0.1757,0.3015,0.454,0.7864,0.6062,0.3986,0.2837,0.4979,0.54,289.0
0.489,0.2006,0.2139,0.7619,0.4387,0.6425,0.7074,0.625,0.7329,584.0
0.1347,0.1722,0.4196,0.6944,0.3171,0.5495,0.6638,0.5578,0.6154,1091.0
0.2283,0.1751,0.596,0.5116,0.4339,0.0551,0.1019,0.1455,0.2098,731.0
0.4559,0.3279,0.1977,0.7122,0.3419,0.3298,0.8777,0.4556,0.6616,271.0
0.1165,0.1601,0.3133,0.8395,0.2219,0.6934,0.7564,0.6606,0.6539,700.0
0.1579,0.5622,0.419,0.9032,0.632,0.4358,0.3193,0.5944,0.7966,172.0
0.2276,0.1636,0.241,0.9261,0.383,0.5495,0.1468,0.3512,0.7313,909.0
0.382,0.5126,0.5355,0.6004,0.7109,0.2763,0.2607,0.4209,0.5692,1038.0
0.6406,0.7036,0.3473,0.5342,0.681,0.234,0.3273,0.2945,0.7287,282.0
0.1621,0.5002,0.2324,0.6905,0.2763,0.3986,0.2814,0.2031,0.5027,1111.0
0.8418,0.9051,0.9841,0.0509,0.7354,0.6934,0.7046,0.8329,0.5657,8725.0
0.3009,0.1681,0.4046,0.7599,0.0283,0.313,0.4963,0.2461,0.6224,237.0
0.3763,0.7144,0.1888,0.6138,0.7972,0.4734,0.4218,0.4804,0.6734,412.0
0.3582,0.3518,0.5495,0.5963,0.7275,0.4358,0.3005,0.5403,0.4884,959.0
0.5664,0.3569,0.5212,0.4056,0.7813,0.6297,0.3454,0.5785,0.7434,800.0
0.7198,0.319,0.1999,0.5775,0.3257,0.2939,0.2537,0.1299,0.3145,643.0
0.0369,0.0675,0.1585,0.7647,0.6084,0.8274,0.141,0.4836,0.6571,431.0
0.39,0.5998,0.1611,0.5466,0.2904,0.3626,0.7921,0.3082,0.539,730.0
0.6145,0.2034,0.3212,0.4253,0.5852,0.4877,0.5731,0.4247,0.7224,990.0
0.4928,0.5476,0.46,0.6979,0.5403,0.5033,0.6409,0.6689,0.7068,565.0
0.1471,0.5868,0.0691,0.9529,0.5813,0.1754,0.071,0.191,0.5342,468.0
0.235,0.347,0.341,0.8227,0.368,0.5033,0.6504,0.5817,0.6033,1437.0
0.5686,0.1184,0.1948,0.9128,0.7663,0.5645,0.3238,0.623,0.8828,338.0
0.54,0.8408,0.5794,0.4578,0.6552,0.5033,0.269,0.4597,0.8354,1173.0
0.6864,0.68,0.8876,0.1691,0.2862,0.7284,0.6883,0.6218,0.4737,5244.0
0.0239,0.2961,0.1426,0.8434,0.4244,0.8472,0.6211,0.6905,0.7819,167.0
0.8555,0.1079,0.1474,0.8125,0.2983,0.8848,0.9694,0.8067,0.8768,505.0
0.2907,0.2464,0.1706,0.5737,0.7176,0.7389,0.4435,0.5575,0.6689,614.0
0.1184,0.198,0.56,0.8383,0.3884,0.3298,0.1735,0.3725,0.5813,1119.0
0.9118,0.4992,0.5715,0.326,0.213,0.9507,0.2888,0.404,0.7845,357.0
0.4183,0.1802,0.1579,0.8711,0.7599,0.4537,0.1901,0.4435,0.7131,550.0
0.4234,0.3018,0.1366,0.8669,0.375,0.3298,0.3817,0.2821,0.5622,686.0
0.3343,0.3473,0.1735,0.9166,0.794,0.3814,0.8558,0.8138,0.7724,494.0
0.2821,0.2018,0.2897,0.8609,0.4355,0.1261,0.6195,0.3951,0.6536,179.0
0.2493,0.0977,0.0946,0.7504,0.5785,0.3626,0.2474,0.2592,0.4795,375.0
0.0904,0.0,0.2372,0.9335,0.3948,0.1754,0.4295,0.3152,0.6574,257.0
0.2725,0.5097,0.4101,0.8434,0.6288,0.263,0.7167,0.6797,0.5903,969.0
0.2869,0.2572,0.4117,0.7488,0.44,0.788,0.9398,0.8876,0.7759,394.0
0.5291,0.6447,0.9328,0.2018,0.3817,0.5985,0.6224,0.6097,0.3282,6816.0
0.7249,0.2267,0.6141,0.4253,0.4101,0.9793,0.9978,0.914,0.9271,158.0
0.8026,0.3273,0.141,0.6272,0.8271,0.9628,0.9386,0.9341,0.9678,514.0
0.2038,0.6208,0.3817,0.6046,0.8389,0.6807,0.1875,0.5864,0.7994,843.0
0.2369,0.5619,0.0,0.7733,0.5925,0.8153,0.4967,0.5737,0.6495,243.0
0.4269,0.2913,0.1652,0.6781,0.7224,0.7284,0.1942,0.4763,0.6899,630.0
0.3983,0.8309,0.5922,0.5202,0.6132,0.3626,0.1216,0.334,0.4438,929.0
0.3687,0.4951,0.2232,0.7335,0.4107,0.4537,0.5285,0.4037,0.616,1059.0
0.3569,0.1888,0.17,0.7504,0.5441,0.6934,0.2795,0.4451,0.7596,606.0
0.1942,0.6632,0.3766,0.8618,0.3957,0.4537,0.3489,0.4448,0.6966,479.0
0.8405,0.3926,0.6215,0.2499,0.1754,0.8195,0.7568,0.5463,0.6361,1623.0
0.2878,0.228,0.2773,0.7829,0.5899,0.7182,0.1729,0.5024,0.6275,632.0
0.4667,0.5922,0.4295,0.6351,0.5587,0.4877,0.2948,0.4317,0.6036,555.0
0.5753,0.581,0.6781,0.4976,0.6625,0.4187,0.3343,0.5304,0.5202,1427.0
0.1694,0.262,0.0296,0.9675,0.7246,0.6587,0.2053,0.5294,0.6791,293.0
0.3181,0.4868,0.2117,0.8637,0.6476,0.3626,0.2369,0.3881,0.6399,903.0
0.7533,0.5046,0.7545,0.2346,0.6756,0.2206,0.4658,0.4053,0.5263,2361.0
0.2267,0.0,0.1541,0.7335,0.596,0.313,0.348,0.3053,0.1808,93.0
0.234,0.1862,0.0844,0.9436,0.8227,0.5645,0.9605,0.901,0.7657,421.0
0.5148,0.5759,0.4629,0.482,0.3862,0.8071,0.3833,0.4941,0.8064,549.0
0.0589,0.2706,0.1684,0.8007,0.724,0.6425,0.2919,0.5489,0.5747,498.0
0.2566,0.0729,0.0369,0.9768,0.8704,0.5339,0.4578,0.6896,0.7291,202.0
0.0328,0.3881,0.2795,0.887,0.4967,0.3473,0.4696,0.468,0.4954,107.0
0.1159,0.163,0.0385,0.8609,0.7857,0.4187,0.3496,0.4521,0.5412,392.0
0.389,0.8077,0.7176,0.3295,0.4683,0.3473,0.7724,0.5536,0.6097,1157.0
0.326,0.5985,0.079,0.859,0.4932,0.5985,0.6578,0.5826,0.83,669.0
0.2477,0.3894,0.5037,0.7246,0.3827,0.4734,0.2821,0.4132,0.4785,1147.0
0.5053,0.6593,0.4397,0.4323,0.5482,0.1519,0.2849,0.1933,0.3591,1110.0
0.6613,0.7517,0.8758,0.1691,0.687,0.1175,0.4247,0.361,0.3457,3427.0
0.0137,0.0777,0.2958,0.8523,0.0567,0.3298,0.3964,0.2203,0.6418,504.0
0.4737,0.3075,0.1983,0.8125,0.9102,0.313,0.3728,0.538,0.7405,247.0
0.3317,0.7488,0.8707,0.5775,0.7135,0.1404,0.1952,0.4817,0.5556,1681.0
0.9456,0.7529,0.9051,0.0331,0.7081,0.8555,0.4804,0.7463,0.7896,14228.0
0.2471,0.1203,0.1445,0.7771,0.6466,0.3473,0.2407,0.3101,0.3397,361.0
0.297,0.1509,0.2152,0.8481,0.0796,0.1624,0.106,0.0675,0.3429,256.0
0.2194,0.2662,0.7536,0.5498,0.3801,0.5985,0.4209,0.5903,0.5317,2930.0
0.4693,0.5148,0.8513,0.3085,0.2693,0.1754,0.1073,0.1496,0.1936,2412.0
0.6294,0.5578,0.2416,0.5699,0.4753,0.2038,0.2101,0.1468,0.4957,982.0
0.4715,0.0885,0.6855,0.7335,0.0162,0.2763,0.354,0.2725,0.3734,172.0
0.2146,0.7412,0.5129,0.7106,0.5718,0.4358,0.6648,0.7004,0.8182,403.0
0.0493,0.3343,0.5419,0.8691,0.8294,0.3298,0.1369,0.5928,0.7039,378.0
0.1022,0.0,0.0707,0.8411,0.1579,0.1754,0.453,0.1452,0.3833,142.0
0.4546,0.7969,0.3009,0.5435,0.3403,0.6297,0.4107,0.3403,0.7857,764.0
0.3792,0.1955,0.8542,0.4368,0.2458,0.5339,0.7523,0.66,0.3814,2108.0
0.3477,0.368,0.1063,0.8227,0.2919,0.1624,0.9545,0.3976,0.5833,325.0
0.4349,0.1439,0.5224,0.5091,0.0684,0.4877,0.9019,0.4769,0.5603,562.0
0.2155,0.2862,0.1872,0.7026,0.5514,0.3473,0.3852,0.3174,0.5976,567.0
0.4709,0.4947,0.8093,0.093,0.2111,0.0372,0.0239,0.0309,0.0181,1565.0
0.4565,0.468,0.6759,0.3824,0.2385,0.1076,0.235,0.1267,0.1375,1735.0
0.8074,0.7982,0.5565,0.8007,0.9105,0.4877,0.9869,0.9745,0.7549,1130.0
0.9217,0.9592,0.6804,0.8087,0.9768,0.0621,0.0541,0.5266,0.4836,180.0
0.7931,0.9089,0.6406,0.7574,0.9268,0.3814,0.7281,0.9172,0.9669,1375.0
0.7202,0.7167,0.7421,0.7619,0.6915,0.2496,0.4537,0.7014,0.6727,492.0
0.4031,0.6899,0.0493,0.4167,0.6052,0.1076,0.127,0.0493,0.0834,125.0
0.9542,0.8863,0.0497,0.951,0.9586,0.313,0.1309,0.4292,0.7338,611.0
0.7679,0.8902,0.27,0.6963,0.8933,0.1907,0.1407,0.3247,0.5422,379.0
0.9519,0.9955,0.185,0.6208,0.9793,0.313,0.5524,0.561,0.8491,76.0
0.5845,0.4152,0.029,0.9456,0.5947,0.0261,0.6329,0.3426,0.3378,351.0
0.8593,0.928,0.2471,0.9074,0.9306,0.2763,0.6507,0.7555,0.7437,1145.0
0.4479,0.3486,0.0,0.4368,0.0,0.0105,0.5387,0.0143,0.1079,86.0
0.9605,0.85,0.3257,0.5699,0.9602,0.7182,0.9882,0.951,0.9201,433.0
0.8911,0.7978,0.8558,0.2964,0.7854,0.4734,0.6574,0.7826,0.7523,3599.0
0.971,0.936,0.9605,0.1025,0.907,0.7284,0.4381,0.8208,0.8176,20421.0
0.5992,0.8185,0.1605,0.6781,0.7469,0.0551,0.192,0.1834,0.2362,171.0
0.5823,0.8446,0.0853,0.6845,0.8376,0.1175,0.5298,0.3543,0.5909,345.0
0.7571,0.6679,0.7969,0.6138,0.7338,0.6807,0.8402,0.965,0.8631,1553.0
0.8835,0.8889,0.8902,0.4935,0.8844,0.1175,0.695,0.788,0.5186,3728.0
0.8344,0.9115,0.9701,0.2913,0.8564,0.5339,0.8812,0.9436,0.6663,1408.0
0.8723,0.8561,0.7654,0.681,0.8434,0.3626,0.2206,0.6874,0.6393,136.0
0.9984,0.9608,0.5466,0.5342,0.9417,0.9093,0.8488,0.9815,0.999,107.0
0.6663,0.7233,0.6001,0.7771,0.3187,0.5193,0.7991,0.7568,0.6501,690.0
0.7428,0.8465,0.0888,0.9436,0.9093,0.2496,0.1691,0.4101,0.6628,315.0
0.6469,0.8284,0.4661,0.6944,0.6711,0.2763,0.1566,0.3566,0.5616,631.0
0.9233,0.9175,0.6039,0.8383,0.9532,0.313,0.929,0.9612,0.8793,611.0
0.9156,0.9083,0.524,0.6558,0.9621,0.3298,0.2401,0.595,0.8395,301.0
0.4378,0.5161,0.0525,0.9166,0.4938,0.0786,0.0643,0.113,0.3601,247.0
0.9952,0.9943,0.8507,0.5387,0.9924,0.7475,0.1318,0.865,0.979,3947.0
0.843,0.8777,0.2407,0.7813,0.8867,0.5339,0.0608,0.4855,0.8494,216.0
0.4441,0.1792,0.1913,0.631,0.0322,0.0462,0.1856,0.0226,0.071,89.0
0.623,0.2289,0.2187,0.7536,0.8096,0.6154,0.3333,0.6049,0.7157,569.0
0.957,0.9885,0.3477,0.5387,0.9713,0.234,0.233,0.3903,0.673,86.0
0.7192,0.9261,0.4785,0.7924,0.2881,0.0497,0.0888,0.1449,0.2907,493.0
0.7953,0.9112,0.3403,0.7956,0.9481,0.4734,0.8271,0.9029,0.9268,831.0
0.751,0.6138,0.9007,0.4642,0.0232,0.8195,0.9771,0.8389,0.7736,88.0
0.3413,0.575,0.0388,0.7389,0.7122,0.0372,0.072,0.1121,0.3009,164.0
0.9411,0.9847,0.1127,0.554,0.9729,0.7049,0.7647,0.8058,0.9245,45.0
0.6036,0.6644,0.4546,0.631,0.3556,0.4358,0.0691,0.226,0.4429,159.0
0.8058,0.8822,0.9726,0.0694,0.6262,0.0551,0.0341,0.1608,0.1433,6260.0
0.8303,0.8844,0.4432,0.6979,0.9169,0.313,0.4327,0.6492,0.6218,307.0
0.7052,0.8103,0.8067,0.5342,0.7437,0.0872,0.1302,0.3792,0.2802,1563.0
0.6909,0.8972,0.2388,0.8567,0.9115,0.313,0.3875,0.5941,0.8383,211.0
0.6157,0.8586,0.4982,0.554,0.8141,0.4187,0.447,0.6068,0.5912,597.0
0.8096,0.7415,0.652,0.2824,0.6679,0.2206,0.9815,0.6501,0.7469,750.0
0.9551,0.9879,0.1321,0.7829,0.9198,0.2206,0.5234,0.524,0.5973,55.0
0.9522,0.9363,0.1719,0.489,0.9389,0.0134,0.5473,0.3114,0.5782,59.0
0.9284,0.8621,0.1035,0.3212,0.9497,0.313,0.3464,0.2595,0.9112,104.0
0.8727,0.9497,0.6492,0.7813,0.7985,0.0261,0.0723,0.3922,0.7574,82.0
0.9659,0.9812,0.9895,0.057,0.9637,0.6934,0.2509,0.7297,0.767,26180.0
0.9443,0.9405,0.3983,0.3155,0.2069,0.6587,0.9666,0.5049,0.7978,179.0
0.9745,0.9742,0.638,0.3518,0.9064,0.5495,0.4887,0.7237,0.8274,217.0
0.5527,0.184,0.1598,0.3719,0.6979,0.872,0.3165,0.4371,0.6549,117.0
0.7943,0.8793,0.9682,0.1691,0.6858,0.0704,0.4123,0.3805,0.2576,5705.0
0.8459,0.6558,0.2165,0.6533,0.8303,0.4358,0.9144,0.774,0.7988,340.0
0.9914,0.9529,0.0891,0.7574,0.9901,0.5985,0.1862,0.545,0.9799,137.0
0.9968,0.9121,0.0767,0.6243,0.971,0.9341,0.7838,0.9045,0.9981,193.0
0.5692,0.7724,0.4534,0.7192,0.5626,0.3814,0.8227,0.7252,0.6947,320.0
0.9497,0.9628,0.9121,0.6753,0.9446,0.313,0.2267,0.7848,0.7628,2083.0
0.7752,0.9016,0.6912,0.489,0.8472,0.0786,0.1987,0.3801,0.4632,1921.0
0.9924,0.992,0.8953,0.2763,0.9503,0.7284,0.4546,0.8812,0.9567,7606.0
0.6323,0.8774,0.8736,0.7424,0.801,0.2939,0.7953,0.9373,0.6304,454.0
0.8755,0.8606,0.689,0.5667,0.8383,0.7475,0.9357,0.9803,0.9554,277.0
0.5782,0.8064,0.249,0.6377,0.7297,0.1754,0.9217,0.596,0.6603,669.0
0.673,0.7927,0.4476,0.5963,0.2754,0.234,0.5164,0.2741,0.3095,334.0
0.9389,0.9042,0.6011,0.2572,0.9672,0.5339,0.0939,0.4518,0.8819,69.0
0.9538,0.9242,0.8281,0.1296,0.8233,0.0551,0.1143,0.2273,0.2725,5239.0
0.5756,0.8647,0.1522,0.5833,0.6603,0.0974,0.1598,0.1312,0.5874,171.0
0.7221,0.8676,0.1777,0.9261,0.6613,0.3986,0.9051,0.7829,0.7899,317.0
0.9873,0.9752,0.1436,0.8927,0.9908,0.7182,0.9739,0.9713,0.9838,233.0
0.837,0.9739,0.0694,0.8281,0.9465,0.263,0.0621,0.3142,0.4718,169.0
0.8233,0.8609,0.9271,0.2076,0.7724,0.5193,0.4877,0.7093,0.5696,4466.0
0.9319,0.9981,0.0,0.6734,0.8246,0.4358,0.994,0.7179,0.6746,72.0
0.6278,0.8784,0.5228,0.631,0.8698,0.1261,0.3693,0.4925,0.3782,353.0
0.8195,0.6441,0.0732,0.7246,0.7743,0.4877,0.2916,0.4059,0.6568,126.0
0.9188,0.965,0.3852,0.8848,0.9895,0.788,0.3805,0.9153,0.9634,292.0
0.7561,0.8978,0.6084,0.2913,0.7198,0.3626,0.8749,0.6772,0.7561,389.0
0.6173,0.8201,0.724,0.4667,0.7851,0.5033,0.5135,0.7498,0.7431,2102.0
0.8188,0.8946,0.8752,0.4368,0.8214,0.5985,0.7291,0.9233,0.8561,1892.0
0.8157,0.8956,0.2241,0.8927,0.9004,0.4734,0.9567,0.9191,0.8672,465.0
0.8717,0.8402,0.5804,0.6272,0.7994,0.1175,0.2728,0.4263,0.4374,1653.0
0.9532,0.9382,0.6154,0.3295,0.9618,0.3626,0.8701,0.822,0.8975,401.0
0.468,0.8045,0.0815,0.3779,0.3228,0.3298,0.7297,0.1866,0.4655,168.0
0.8631,0.9895,0.3117,0.4667,0.8749,0.0239,0.2954,0.2356,0.5798,68.0
0.7364,0.9449,0.1146,0.554,0.0528,0.7835,0.1605,0.1375,0.6387,73.0
0.4362,0.5342,0.5196,0.8972,0.2668,0.0704,0.1089,0.1974,0.2178,894.0
0.9653,0.9822,0.9901,0.093,0.9459,0.5801,0.134,0.6129,0.702,44526.0
0.7644,0.8048,0.3005,0.8348,0.8485,0.3473,0.5358,0.6823,0.7453,1050.0
0.731,0.9815,0.0443,0.6533,0.7182,0.7587,0.9755,0.8262,0.9519,111.0
0.8462,0.8752,0.9312,0.4167,0.8695,0.0872,0.7504,0.7768,0.5072,1677.0
0.794,0.9322,0.7039,0.6944,0.9303,0.2496,0.2038,0.6348,0.602,52.0
0.5813,0.7854,0.3037,0.9004,0.703,0.234,0.3859,0.4963,0.7052,1671.0
0.9975,0.9965,0.7049,0.631,0.994,0.6297,0.2165,0.8351,0.9736,6490.0
0.681,0.8851,0.4594,0.7424,0.9239,0.263,0.652,0.7698,0.8933,623.0
0.8927,0.9086,0.6788,0.6979,0.9096,0.2939,0.681,0.865,0.8392,321.0
0.4766,0.7826,0.7307,0.8138,0.7536,0.0872,0.2732,0.5657,0.3298,875.0
0.6488,0.8723,0.623,0.5699,0.8746,0.2939,0.2865,0.5581,0.7921,580.0
0.7905,0.7673,0.1665,0.8637,0.589,0.6934,0.9647,0.8711,0.8596,409.0
0.8797,0.9376,0.8386,0.3037,0.8284,0.6934,0.9713,0.9602,0.8373,597.0
0.6616,0.8243,0.7517,0.7647,0.8446,0.5801,0.673,0.9567,0.8873,1501.0
0.6848,0.7892,0.3961,0.4935,0.8682,0.5985,0.0605,0.4365,0.6434,343.0
0.5944,0.8411,0.2041,0.717,0.8863,0.2038,0.9631,0.7412,0.6558,149.0
0.8087,0.8771,0.4521,0.6845,0.9347,0.3986,0.4231,0.6982,0.6492,229.0
0.6466,0.6507,0.2872,0.887,0.7131,0.3986,0.6218,0.7061,0.7975,631.0
0.9207,0.901,0.8918,0.1184,0.7316,0.8195,0.8593,0.9128,0.8555,3795.0
0.9955,0.9538,0.3563,0.5164,0.9535,0.8771,0.042,0.6135,0.9943,63.0
0.985,0.8994,0.3865,0.6482,0.9487,0.7972,0.1745,0.7303,0.9118,619.0
0.6492,0.8475,0.5161,0.8074,0.8344,0.0974,0.4865,0.6122,0.5645,2229.0
0.8485,0.6902,0.0735,0.6377,0.092,0.4734,0.9975,0.361,0.6195,258.0
0.9392,0.9226,0.4368,0.6272,0.9777,0.4877,0.9819,0.9389,0.873,189.0
0.7237,0.8908,0.4725,0.6663,0.7975,0.1519,0.2553,0.3999,0.5606,1528.0
0.6479,0.767,0.815,0.3719,0.6291,0.0704,0.2824,0.3139,0.2693,408.0
0.6969,0.843,0.646,0.7268,0.8908,0.313,0.7367,0.8838,0.8265,813.0
0.9819,0.9054,0.8052,0.3518,0.9494,0.8609,0.8555,0.9866,0.985,425.0
0.8029,0.9354,0.0,0.1566,0.8733,0.2038,0.7488,0.2401,0.8198,70.0
0.639,0.6762,0.7272,0.3295,0.8128,0.7475,0.4263,0.7705,0.8609,876.0
0.9303,0.9287,0.2891,0.3629,0.9245,0.5339,0.3741,0.4721,0.8255,197.0
0.6622,0.6068,0.291,0.6243,0.602,0.3626,0.2894,0.3145,0.5517,299.0
0.9917,0.9857,0.2818,0.8691,0.992,0.9163,0.9589,0.9965,0.9631,85.0
0.6463,0.7959,0.2974,0.6845,0.9675,0.3298,0.5766,0.6765,0.6145,283.0
0.7676,0.8742,0.1837,0.8192,0.7969,0.1519,0.6988,0.5603,0.6129,242.0
0.6221,0.8825,0.0681,0.9074,0.7988,0.1261,0.0809,0.2388,0.5944,323.0
0.7338,0.8832,0.5855,0.9436,0.8631,0.4358,0.9112,0.9742,0.9357,1475.0
0.8118,0.9373,0.4693,0.8026,0.6507,0.6154,0.7762,0.8844,0.9487,390.0
0.8475,0.9331,0.0516,0.872,0.9182,0.0974,0.9634,0.7036,0.6953,154.0
0.4285,0.7889,0.44,0.5909,0.7036,0.2763,0.1971,0.3333,0.4257,391.0
0.851,0.7676,0.9366,0.2652,0.8055,0.4734,0.7676,0.8621,0.7555,3776.0
0.887,0.8905,0.3123,0.5775,0.4384,0.2496,0.0439,0.1197,0.8099,94.0
0.7784,0.781,0.072,0.482,0.8465,0.5495,0.4562,0.4323,0.8259,155.0
0.8338,0.887,0.9042,0.2652,0.7784,0.6297,0.751,0.8879,0.8223,3035.0
0.8469,0.9061,0.4855,0.8348,0.978,0.7049,0.9959,0.9959,0.8456,223.0
0.6921,0.2722,0.0449,0.9586,0.453,0.4537,0.297,0.333,0.6084,248.0
0.8707,0.907,0.0,0.7791,0.9739,0.0318,0.2611,0.2646,0.4454,84.0
0.9074,0.9456,0.6122,0.7074,0.8742,0.3986,0.2044,0.6453,0.8583,612.0
0.9997,0.9987,0.5973,0.3378,0.9943,0.7284,0.1681,0.6609,0.9758,566.0
0.9089,0.7835,0.1595,0.9411,0.893,0.3473,0.8176,0.83,0.6797,602.0
0.8895,0.9233,0.9191,0.3862,0.957,0.1519,0.2385,0.5622,0.4483,1656.0
0.772,0.7943,0.3875,0.6351,0.8456,0.7475,0.4922,0.8042,0.9147,411.0
0.539,0.8707,0.1229,0.6482,0.6103,0.4537,0.7227,0.5132,0.7036,91.0
0.8898,0.9096,0.545,0.6482,0.6358,0.3626,0.9924,0.8379,0.6457,131.0
0.4486,0.7822,0.4518,0.6663,0.7523,0.1404,0.4559,0.4604,0.625,365.0
0.7122,0.9023,0.9029,0.6004,0.872,0.1404,0.0669,0.5275,0.3992,5811.0
0.9567,0.9933,0.4814,0.7026,0.9892,0.4187,0.0974,0.5842,0.8055,227.0
0.7453,0.7654,0.2015,0.4935,0.9035,0.7284,0.2299,0.5119,0.8294,259.0
0.8045,0.9032,0.8838,0.7466,0.7631,0.7587,0.9067,0.9971,0.9557,800.0
0.8274,0.943,0.5024,0.73,0.9338,0.7389,0.476,0.9016,0.9819,794.0
0.6593,0.2786,0.0,0.9144,0.0936,0.0872,0.22,0.0506,0.5091,277.0
0.8297,0.7841,0.6683,0.3085,0.7635,0.774,0.5947,0.8052,0.8953,257.0
0.9663,0.8596,0.886,0.134,0.9261,0.788,0.5339,0.8679,0.8204,4683.0
0.9077,0.9755,0.7144,0.681,0.9612,0.0704,0.0586,0.4725,0.5877,110.0
0.5454,0.4941,0.6746,0.7058,0.7657,0.4358,0.1522,0.6081,0.5858,1599.0
0.6332,0.8809,0.5205,0.7335,0.9236,0.7049,0.157,0.7695,0.836,500.0
0.6574,0.752,0.2213,0.9112,0.6555,0.1076,0.4495,0.4005,0.5033,404.0
0.4941,0.7268,0.4514,0.7574,0.7017,0.0872,0.4807,0.4667,0.2754,1676.0
0.9503,0.9911,0.5103,0.5963,0.9863,0.1754,0.1092,0.419,0.7609,96.0
0.9761,0.9675,0.7287,0.7335,0.9529,0.3814,0.9615,0.9768,0.7529,182.0
0.6886,0.8351,0.3075,0.88,0.8577,0.4877,0.9166,0.9207,0.9398,1035.0
0.9029,0.9643,0.8962,0.3719,0.9522,0.7182,0.8367,0.9799,0.9249,1872.0
0.9898,0.9994,0.1006,0.8192,0.9615,0.8153,0.0181,0.5973,0.9822,60.0
0.4651,0.5715,0.3238,0.8774,0.8937,0.1519,0.0646,0.384,0.5107,232.0
0.6495,0.6517,0.9128,0.3566,0.6332,0.0621,0.4441,0.4339,0.2509,1496.0
0.6635,0.1573,0.1904,0.6963,0.3034,0.6154,0.4336,0.3486,0.5428,251.0
0.9857,0.994,0.3314,0.5164,0.908,0.5645,0.9828,0.8803,0.7905,176.0
0.9185,0.8271,0.0579,0.5575,0.879,0.7284,0.5724,0.6441,0.8959,129.0
0.8252,0.8427,0.1165,0.8434,0.5683,0.8195,0.2461,0.5317,0.8048,298.0
0.6702,0.8198,0.7291,0.2018,0.5298,0.0551,0.0971,0.1168,0.1156,765.0
0.7819,0.5918,0.0713,0.3085,0.0898,0.0974,0.5447,0.0245,0.4499,168.0
0.7558,0.8421,0.3247,0.7864,0.6944,0.3626,0.9201,0.7934,0.788,806.0
0.454,0.1713,0.0764,0.986,0.5543,0.5645,0.1382,0.3868,0.6928,261.0
0.7109,0.2681,0.07,0.816,0.8739,0.7475,0.674,0.8364,0.8863,181.0
0.6402,0.695,0.1385,0.9058,0.8163,0.3626,0.0497,0.3604,0.7138,518.0
0.9328,0.9064,0.539,0.4578,0.9564,0.5645,0.2225,0.6113,0.7781,997.0
0.7418,0.9491,0.0,0.6208,0.5193,0.5193,0.9535,0.5422,0.7259,92.0
0.8596,0.8548,0.12,0.5259,0.8701,0.263,0.9373,0.5979,0.5887,225.0
0.7838,0.8876,0.0697,0.9411,0.6415,0.6425,0.1079,0.4282,0.9128,435.0
0.8007,0.9029,0.8329,0.5164,0.8287,0.2939,0.5737,0.773,0.7249,2831.0
