fips,number_of_deaths,total_population,area_per_square_mile,population_density_per_square_mile,minority_percentage,limited_english,multi_unit_housing,mobile_homes,overcrowding_rank,no_vehicle_household,institutionalized_ranker,housing_and_transportation,social_vulnerability,"Less than a high school diploma, 2015-19","High school diploma only, 2015-19","Some college or associate's degree, 2015-19","Bachelor's degree or higher, 2015-19"
1023,269.0,13287.0,913.4999794,14.54515632,0.8456,0.0,0.2792,0.9503,0.2859,0.9093,0.2974,0.6004,0.8297,1737.0,3515.0,2964.0,1113.0
1025,438.0,24847.0,1238.46438,20.062749,0.8653,0.2079,0.4145,0.9112,0.3703,0.9446,0.3114,0.7278,0.8233,3259.0,7005.0,4456.0,2050.0
1027,275.0,13483.0,603.9610014,22.3242891,0.5689,0.3992,0.0522,0.8669,0.155,0.2038,0.4979,0.1697,0.5922,2205.0,3577.0,2678.0,999.0
1029,305.0,14991.0,560.1042489,26.76466038,0.2665,0.5275,0.0952,0.9153,0.4336,0.5193,0.1968,0.311,0.6291,2198.0,3980.0,2687.0,1616.0
1031,797.0,50991.0,678.9856517,75.09878872,0.6877,0.6931,0.1668,0.5613,0.3091,0.4877,0.234,0.1624,0.5266,4967.0,9615.0,12667.0,8044.0
1033,1044.0,54377.0,592.619664,91.75699576,0.588,0.1821,0.4511,0.4368,0.078,0.5495,0.0981,0.1175,0.4333,5783.0,14740.0,11366.0,7070.0
1035,262.0,12697.0,850.1564718,14.93489778,0.8806,0.0,0.1293,0.9401,0.5613,0.6587,0.0344,0.3897,0.8628,1384.0,4516.0,1805.0,1128.0
1037,217.0,10864.0,650.9260907,16.6900669,0.7545,0.6285,0.0382,0.9462,0.3961,0.6425,0.6902,0.5957,0.772,1652.0,3327.0,2221.0,1059.0
1039,780.0,37729.0,1030.455836,36.61389326,0.5205,0.4323,0.1576,0.7488,0.3798,0.3986,0.4024,0.2802,0.695,4366.0,9819.0,8119.0,4020.0
1041,290.0,13896.0,608.8395268,22.82374811,0.6915,0.6078,0.0481,0.9198,0.0933,0.6297,0.1866,0.2028,0.7014,2016.0,3830.0,2157.0,1687.0
1043,1501.0,81316.0,734.8974892,110.6494459,0.2786,0.5813,0.4495,0.8138,0.455,0.2038,0.3308,0.3531,0.4909,10648.0,19668.0,19406.0,8004.0
1045,859.0,49607.0,561.125964,88.40617469,0.6982,0.5415,0.2448,0.717,0.3266,0.5801,0.5915,0.4572,0.7463,4651.0,10819.0,11961.0,6078.0
1047,918.0,41426.0,978.6941369,42.32783097,0.9723,0.1086,0.2171,0.7924,0.9058,0.9768,0.3445,0.859,0.9586,4757.0,9411.0,8178.0,3854.0
1049,1302.0,70937.0,777.0937174,91.28500002,0.5581,0.8812,0.1557,0.8669,0.7615,0.2496,0.2674,0.3782,0.751,12072.0,16431.0,13241.0,6246.0
1051,1229.0,80957.0,618.4877335,130.8950778,0.6558,0.5361,0.482,0.6963,0.2139,0.263,0.8392,0.4801,0.5415,7503.0,18232.0,16298.0,14060.0
1053,822.0,37875.0,945.0800535,40.07597014,0.8017,0.1614,0.2283,0.7268,0.6173,0.4358,0.8666,0.689,0.8637,4878.0,11308.0,6449.0,3224.0
1055,2201.0,103363.0,535.2839267,193.0993905,0.5938,0.6966,0.5403,0.5259,0.405,0.5801,0.2993,0.4043,0.7335,11127.0,23668.0,24422.0,12815.0
1057,342.0,16783.0,627.6834287,26.73800077,0.4798,0.0,0.3136,0.8087,0.3123,0.8991,0.4941,0.6632,0.7217,2037.0,4831.0,3387.0,1451.0
1059,531.0,31573.0,633.8166196,49.81409295,0.5976,0.9258,0.5651,0.6905,0.8898,0.3986,0.1334,0.5734,0.9195,4739.0,7601.0,5539.0,2907.0
1061,569.0,26765.0,574.4081037,46.59579109,0.5078,0.5756,0.0586,0.9303,0.4419,0.5801,0.1445,0.3091,0.8173,3672.0,6714.0,5943.0,2331.0
1063,184.0,8587.0,647.1045238,13.26988096,0.9863,0.0,0.7746,0.9911,0.8103,0.9812,0.0739,0.9599,0.9882,1204.0,2237.0,1766.0,586.0
1065,312.0,15159.0,643.9426855,23.54091496,0.9331,0.3801,0.5826,0.9768,0.7692,0.9653,0.3871,0.9675,0.9793,1587.0,4303.0,2620.0,1411.0
1067,332.0,17187.0,561.7500759,30.59545648,0.7147,0.4826,0.1675,0.8812,0.1235,0.6297,0.3814,0.3222,0.596,2509.0,3961.0,3622.0,2076.0
1069,1637.0,103891.0,579.866113,179.1637719,0.7259,0.5059,0.6536,0.6351,0.2461,0.5645,0.1379,0.3477,0.6819,10076.0,22558.0,23893.0,15672.0
1071,1126.0,52608.0,1077.866978,48.80750695,0.3782,0.3954,0.171,0.7829,0.5457,0.3626,0.2595,0.2935,0.5788,6218.0,15177.0,10429.0,5175.0
1073,11214.0,659096.0,1111.288088,593.0919328,0.8812,0.6565,0.9351,0.1296,0.3028,0.7835,0.5877,0.6106,0.6409,44684.0,118636.0,136299.0,150124.0
1075,290.0,14066.0,604.8460182,23.25550566,0.4604,0.2649,0.0914,0.7074,0.1643,0.5193,0.3235,0.1757,0.6804,1737.0,3912.0,3014.0,1174.0
1077,1553.0,92641.0,667.699347,138.7465787,0.4884,0.4209,0.709,0.4483,0.242,0.7284,0.5657,0.5868,0.5396,8026.0,22873.0,17759.0,14948.0
1079,666.0,33433.0,690.6771523,48.40611839,0.6205,0.1235,0.1678,0.852,0.3613,0.234,0.0742,0.1436,0.4858,4825.0,9605.0,5954.0,2930.0
1081,1701.0,153947.0,607.5517044,253.3891336,0.7217,0.6574,0.9258,0.6979,0.5275,0.3814,0.738,0.8685,0.5989,8849.0,23026.0,30907.0,34273.0
1083,1258.0,90257.0,559.9391977,161.1907157,0.6084,0.6374,0.5549,0.554,0.5384,0.263,0.7004,0.5409,0.5269,10098.0,20044.0,18829.0,16971.0
1085,249.0,10565.0,715.9111666,14.75741753,0.9793,0.0697,0.0506,0.9736,0.1882,0.9608,0.1165,0.3719,0.8908,1529.0,2800.0,1696.0,1037.0
1087,431.0,19684.0,608.907934,32.32672609,0.9882,0.0783,0.3964,0.7599,0.3836,0.9752,0.9481,0.9242,0.9023,2190.0,3633.0,3760.0,2450.0
1089,4805.0,349973.0,801.6084013,436.5884881,0.7482,0.6399,0.8777,0.1964,0.256,0.3473,0.5896,0.3582,0.3034,20562.0,51126.0,70137.0,105935.0
1091,415.0,20066.0,976.881425,20.54087578,0.907,0.0751,0.4578,0.8542,0.2455,0.957,0.2085,0.6011,0.8937,2118.0,4970.0,3895.0,2109.0
1093,620.0,30239.0,742.2917043,40.73735409,0.2958,0.2124,0.3187,0.8039,0.2588,0.4358,0.5002,0.3862,0.6256,4345.0,7408.0,6804.0,2715.0
1095,1777.0,94534.0,565.8417853,167.0679021,0.5371,0.9,0.2913,0.6377,0.8058,0.3986,0.2009,0.3961,0.7876,11761.0,19920.0,19887.0,12387.0
1097,7126.0,414291.0,1229.399477,336.9864782,0.8287,0.4998,0.8427,0.3824,0.5161,0.6425,0.6059,0.7485,0.787,37736.0,94715.0,81698.0,64689.0
1099,419.0,21975.0,1025.68699,21.42466486,0.8571,0.093,0.2923,0.8395,0.0767,0.957,0.1939,0.4091,0.7491,2113.0,6952.0,3670.0,1983.0
1101,3323.0,227392.0,784.3631172,289.9065433,0.9481,0.6864,0.8306,0.1691,0.4836,0.8071,0.6784,0.7383,0.8093,19978.0,37648.0,42690.0,50254.0
1103,1988.0,119555.0,579.3594928,206.3571953,0.6227,0.7787,0.731,0.5342,0.5476,0.3298,0.3935,0.5002,0.7192,13137.0,25075.0,25790.0,18476.0
1105,204.0,9856.0,719.6632217,13.69529483,0.9694,0.2837,0.7294,0.8822,0.8902,0.9701,0.9004,0.9997,1.0,1010.0,2172.0,1361.0,1340.0
1107,327.0,20042.0,881.4298836,22.73805367,0.8542,0.5696,0.3461,0.7956,0.4174,0.9277,0.8106,0.8777,0.9379,2680.0,5388.0,4380.0,2047.0
1109,521.0,33277.0,672.1036623,49.51170759,0.8421,0.6915,0.7351,0.8523,0.5014,0.6934,0.8373,0.9573,0.9153,2901.0,6899.0,4918.0,4580.0
1111,460.0,22615.0,580.5491834,38.95449455,0.6371,0.0879,0.3053,0.8465,0.8781,0.5495,0.5336,0.8077,0.8029,3213.0,5502.0,4454.0,2607.0
1113,1098.0,58636.0,641.1535846,91.45390653,0.8886,0.4846,0.674,0.6418,0.7485,0.8472,0.1818,0.7953,0.8892,6297.0,12237.0,13449.0,6937.0
1115,1519.0,86576.0,631.9042676,137.0080951,0.4556,0.3626,0.334,0.859,0.1315,0.0704,0.5887,0.241,0.3289,9488.0,21849.0,20207.0,9880.0
1117,2188.0,205951.0,785.368628,262.234819,0.5874,0.7224,0.8214,0.3922,0.1455,0.0704,0.3289,0.1617,0.1073,10658.0,28835.0,43503.0,62431.0
1119,238.0,13285.0,903.8890524,14.69760029,0.9787,0.5521,0.8555,0.937,0.0853,0.9847,0.8606,0.9729,0.9748,1076.0,2860.0,2408.0,1744.0
1121,1705.0,81057.0,736.7768762,110.0156677,0.773,0.3846,0.4292,0.8542,0.3184,0.7475,0.7638,0.8074,0.8841,11014.0,18881.0,17721.0,8377.0
1123,807.0,40958.0,716.5202923,57.1623727,0.7074,0.313,0.6186,0.7246,0.8494,0.8195,0.3613,0.8997,0.9093,5546.0,9376.0,8458.0,5287.0
1125,2750.0,202471.0,1321.676625,153.1925406,0.7803,0.5444,0.9545,0.4667,0.5549,0.6297,0.8157,0.9131,0.6253,15036.0,38580.0,35780.0,39660.0
1127,1675.0,65593.0,791.1932906,82.90388807,0.3757,0.4699,0.1044,0.9236,0.433,0.5339,0.3063,0.3782,0.78,8141.0,16796.0,14765.0,5080.0
1129,313.0,16909.0,1080.206166,15.65349331,0.7539,0.4288,0.0271,0.9548,0.4113,0.1175,0.1238,0.1251,0.7364,1971.0,4886.0,3052.0,1437.0
1131,258.0,11119.0,888.497905,12.51437954,0.9742,0.1337,0.0926,0.9819,0.0509,0.9834,0.575,0.5798,0.8711,1675.0,2808.0,1742.0,889.0
1133,515.0,24013.0,612.97898,39.17426337,0.1964,0.4562,0.2178,0.9004,0.4352,0.6425,0.3734,0.5186,0.7421,3635.0,6556.0,4764.0,2201.0
2013,0.0,3299.0,6981.956449,0.472503663,0.9895,0.9819,0.54,0.1493,0.7393,0.9914,0.9994,0.9121,0.5307,380.0,1137.0,798.0,301.0
2016,0.0,5714.0,4390.257721,1.301518125,0.9768,0.9446,0.9599,0.0672,0.9911,0.9831,0.9933,0.9955,0.4537,435.0,1611.0,1378.0,703.0
2020,3203.0,299321.0,1706.606336,175.3895984,0.8109,0.7911,0.9032,0.1869,0.8873,0.4537,0.6412,0.7857,0.4005,11701.0,44936.0,65951.0,69282.0
2050,249.0,17885.0,40570.10555,0.44084184,0.9949,0.8325,0.6125,0.113,0.9994,0.9984,0.716,0.9179,0.9628,1871.0,4550.0,2216.0,1164.0
2060,0.0,942.0,503.849891,1.869604453,0.866,0.0,0.3572,0.1815,0.9296,0.9064,0.8138,0.8402,0.2996,38.0,235.0,219.0,143.0
2068,0.0,2125.0,12747.59034,0.166698171,0.4782,0.0,0.3687,0.4253,0.9704,0.0019,0.9892,0.6199,0.0232,25.0,423.0,511.0,668.0
2070,65.0,4980.0,18568.72782,0.268192848,0.9869,0.645,0.4148,0.0723,0.9981,0.9968,0.8233,0.8816,0.8481,396.0,1078.0,782.0,639.0
2090,942.0,100150.0,7343.295634,13.63829063,0.6867,0.5686,0.8233,0.192,0.9436,0.4187,0.7714,0.8255,0.3486,3406.0,13993.0,25045.0,19402.0
2100,0.0,2528.0,2320.201438,1.089560569,0.6164,0.4285,0.461,0.0844,0.9885,0.8153,0.5756,0.716,0.1576,46.0,558.0,621.0,625.0
2105,0.0,2107.0,6550.747757,0.32164267,0.8905,0.1047,0.113,0.2346,0.8838,0.9946,0.8679,0.7959,0.4435,107.0,659.0,580.0,365.0
2110,347.0,32524.0,2702.004858,12.03698798,0.745,0.6387,0.8867,0.3719,0.9067,0.6297,0.5629,0.8949,0.2779,818.0,4875.0,8202.0,8666.0
2122,848.0,57637.0,16075.07483,3.585488752,0.5524,0.384,0.5677,0.2346,0.8771,0.5801,0.6931,0.7287,0.3645,2977.0,12702.0,14977.0,9995.0
2130,169.0,13715.0,4858.403427,2.822943835,0.7599,0.6431,0.9379,0.1391,0.8978,0.9312,0.5371,0.9188,0.5065,697.0,2864.0,3644.0,2437.0
2150,107.0,13918.0,6550.347829,2.124772663,0.88,0.9169,0.8933,0.2652,0.979,0.4537,0.5829,0.8341,0.5103,912.0,2653.0,2868.0,2501.0
2158,129.0,7993.0,17081.35477,0.467937122,0.999,0.6418,0.0834,0.0462,1.0,1.0,0.4763,0.5374,0.8988,847.0,2246.0,760.0,157.0
2164,0.0,1411.0,23450.23431,0.060169974,0.9831,0.5116,0.0357,0.0408,0.9841,0.9975,0.837,0.6998,0.8007,110.0,406.0,254.0,148.0
2170,1133.0,98679.0,24607.92935,4.0100489,0.5667,0.4521,0.3989,0.1391,0.9398,0.1076,0.4893,0.2767,0.2537,4808.0,22553.0,26100.0,14725.0
2180,153.0,9879.0,22962.94213,0.430214906,0.9885,0.6571,0.5285,0.0331,0.9987,0.9981,0.7424,0.879,0.9214,852.0,2270.0,1507.0,891.0
2185,115.0,9681.0,88838.99732,0.108972414,0.9637,0.5606,0.8771,0.0331,0.999,0.9971,0.9962,0.9927,0.7281,668.0,2795.0,1967.0,1075.0
2188,117.0,7723.0,35635.34431,0.216723036,0.9943,0.5584,0.7596,0.057,0.9997,0.9994,0.6864,0.9363,0.9373,735.0,1964.0,953.0,557.0
2195,0.0,3196.0,2917.582355,1.095427519,0.7313,0.2346,0.6004,0.4779,0.7147,0.9736,0.774,0.9462,0.4056,227.0,696.0,649.0,623.0
2198,113.0,6374.0,5262.035989,1.211318207,0.9086,0.0522,0.447,0.6272,0.9516,0.9411,0.4008,0.8978,0.7116,410.0,1689.0,1544.0,814.0
2220,92.0,8921.0,2870.381737,3.107948983,0.7896,0.7781,0.7443,0.4578,0.8259,0.9869,0.7119,0.9733,0.4607,325.0,1683.0,2087.0,2051.0
2230,0.0,1014.0,452.3195756,2.241777837,0.6253,0.0,0.5151,0.3719,0.7424,0.9277,0.957,0.9398,0.0993,46.0,253.0,311.0,257.0
2240,82.0,6970.0,24767.59898,0.281416055,0.6374,0.8322,0.3365,0.2824,0.9764,0.6807,0.844,0.8125,0.6068,458.0,1546.0,1624.0,890.0
2261,109.0,9522.0,34238.26717,0.278109869,0.6995,0.773,0.8265,0.4642,0.8895,0.6297,0.6832,0.9325,0.4699,300.0,1997.0,2185.0,1998.0
2275,0.0,2401.0,2541.48961,0.944721549,0.7373,0.7733,0.6266,0.6377,0.5686,0.9542,0.5113,0.8781,0.7176,259.0,679.0,613.0,374.0
2282,0.0,646.0,7649.451297,0.084450502,0.9172,0.6253,0.6826,0.3566,0.9592,0.9653,0.9335,0.9924,0.5409,39.0,148.0,155.0,100.0
2290,114.0,5600.0,145492.9107,0.038489848,0.9822,0.1621,0.0869,0.0745,0.9971,0.9978,0.6313,0.6396,0.8695,483.0,1383.0,1108.0,468.0
4001,1296.0,72346.0,11197.45951,6.460929815,0.9854,0.9147,0.1331,0.8383,0.9965,0.9163,0.5014,0.9032,0.9885,8809.0,14491.0,16120.0,5529.0
4003,1785.0,128177.0,6164.572345,20.79252101,0.845,0.9131,0.8096,0.8348,0.7644,0.4734,0.9128,0.9831,0.9303,11057.0,21124.0,35205.0,20253.0
4005,1508.0,138064.0,18618.65627,7.415357908,0.858,0.7876,0.837,0.61,0.9707,0.4537,0.9109,0.9819,0.7638,7876.0,18310.0,26852.0,30042.0
4007,1154.0,53179.0,4757.990896,11.17677632,0.7775,0.737,0.2353,0.8348,0.8714,0.6705,0.4836,0.7969,0.9115,5378.0,10955.0,15629.0,7368.0
4009,465.0,37529.0,4622.702768,8.118410784,0.8771,0.8373,0.4973,0.9074,0.9685,0.4877,0.9491,0.9854,0.9653,3495.0,6809.0,9810.0,3592.0
4011,103.0,9224.0,1841.977233,5.007662328,0.8943,0.8036,0.2222,0.9242,0.9433,0.0974,0.1363,0.3894,0.6288,699.0,2032.0,2332.0,791.0
4012,505.0,20304.0,4499.625203,4.512375827,0.8185,0.9249,0.2095,0.9955,0.9462,0.7835,0.2636,0.8437,0.9169,3702.0,5000.0,5423.0,1928.0
4013,43437.0,4088549.0,9199.187657,444.4467438,0.8392,0.922,0.9462,0.2302,0.9029,0.6154,0.2557,0.7275,0.6469,353350.0,644671.0,939477.0,941317.0
4015,4801.0,203629.0,13311.08537,15.2977007,0.5957,0.7736,0.6402,0.9074,0.865,0.4537,0.6998,0.9513,0.9102,22068.0,55982.0,59836.0,20505.0
4017,1820.0,108209.0,9949.88494,10.87540214,0.923,0.8937,0.2541,0.8395,0.9828,0.8609,0.5845,0.9414,0.9946,11720.0,21383.0,26664.0,10758.0
4019,12658.0,1003338.0,9187.21027,109.2103011,0.8644,0.8921,0.9395,0.4779,0.8762,0.8322,0.6472,0.979,0.8717,79892.0,153022.0,232157.0,222733.0
4021,4896.0,397604.0,5365.845844,74.09903518,0.8281,0.8701,0.3919,0.7695,0.858,0.263,0.8462,0.8176,0.8593,42607.0,87608.0,110668.0,58470.0
4023,351.0,46547.0,1236.921483,37.6313296,0.9889,0.9866,0.7023,0.2499,0.95,0.4537,0.1038,0.4565,0.915,6857.0,8398.0,8060.0,5987.0
4025,3621.0,218586.0,8123.507444,26.90783526,0.5556,0.7577,0.5686,0.7899,0.7173,0.234,0.4881,0.6463,0.5457,15683.0,45277.0,68914.0,45341.0
4027,1994.0,203292.0,5514.025225,36.86816649,0.9599,0.9908,0.6931,0.9411,0.9577,0.5339,0.6851,0.986,0.9898,35444.0,34067.0,43093.0,19912.0
5001,364.0,18569.0,988.8008691,18.77931197,0.6963,0.2719,0.4591,0.6832,0.1824,0.8555,0.3031,0.4712,0.7771,1999.0,4832.0,3633.0,1959.0
5003,398.0,20989.0,925.3482154,22.68227209,0.7211,0.5775,0.1901,0.8497,0.4616,0.5645,0.1493,0.3365,0.7692,2307.0,6027.0,3765.0,1703.0
5005,797.0,40992.0,554.2834069,73.95494704,0.1369,0.2907,0.4868,0.6705,0.3572,0.2038,0.2381,0.2302,0.306,3581.0,11536.0,10976.0,5682.0
5007,2590.0,245231.0,847.481654,289.364376,0.6453,0.8488,0.7666,0.2346,0.7504,0.0872,0.1999,0.2617,0.2677,19857.0,50742.0,45308.0,58000.0
5009,617.0,37301.0,590.3307803,63.18660867,0.1923,0.0493,0.4995,0.5934,0.6883,0.5033,0.3104,0.5323,0.5731,3271.0,8675.0,9844.0,4193.0
5011,215.0,11096.0,649.2361011,17.0908549,0.8427,0.8472,0.554,0.7058,0.9,0.9341,0.4591,0.9487,0.9924,1426.0,3105.0,1911.0,1078.0
5013,122.0,5210.0,628.5640112,8.288734174,0.6692,0.0,0.0306,0.9051,0.1977,0.3473,0.6361,0.2907,0.5683,586.0,1661.0,1046.0,424.0
5015,500.0,27690.0,629.9793827,43.95381938,0.5568,0.9019,0.2767,0.6418,0.9051,0.5645,0.1675,0.51,0.6826,2724.0,7134.0,5781.0,4213.0
5017,230.0,11189.0,644.3098249,17.36586898,0.9376,0.5664,0.696,0.7424,0.6208,0.9777,0.858,0.992,0.9975,1431.0,2833.0,1995.0,1182.0
5019,316.0,22684.0,866.0738827,26.19176083,0.7039,0.4909,0.7673,0.767,0.6106,0.5801,0.9599,0.9685,0.8714,1323.0,3976.0,4364.0,3508.0
5021,329.0,15202.0,639.447615,23.77364407,0.0844,0.1563,0.2136,0.4667,0.6374,0.6934,0.1197,0.297,0.6507,1845.0,4410.0,2947.0,1323.0
5023,487.0,25587.0,553.690253,46.21175804,0.1522,0.164,0.2467,0.8309,0.4728,0.0786,0.3136,0.2241,0.3706,2627.0,8007.0,5153.0,2906.0
5025,156.0,8421.0,597.7834076,14.08704205,0.4957,0.4651,0.0872,0.921,0.1983,0.313,0.1525,0.1391,0.6323,594.0,2653.0,1526.0,926.0
5027,399.0,24168.0,766.067152,31.54814815,0.8153,0.5603,0.7599,0.7743,0.5288,0.5801,0.8784,0.9411,0.9236,2071.0,6116.0,3595.0,2879.0
5029,405.0,21060.0,552.2565049,38.13445349,0.545,0.4963,0.2821,0.6705,0.7491,0.6154,0.2534,0.5189,0.7778,1876.0,6352.0,3995.0,2263.0
5031,1390.0,102884.0,707.2797112,145.4643734,0.5998,0.5527,0.8523,0.2869,0.6399,0.7182,0.7284,0.8555,0.7593,7362.0,23849.0,19662.0,18091.0
5033,1009.0,61927.0,591.1771707,104.7520152,0.4753,0.653,0.49,0.5387,0.8621,0.1754,0.1589,0.34,0.6606,6347.0,15753.0,13409.0,6747.0
5035,923.0,49511.0,610.3294848,81.12175675,0.9153,0.3591,0.6444,0.4167,0.8835,0.9226,0.3356,0.8459,0.9217,5385.0,10768.0,9414.0,5400.0
5037,362.0,17329.0,616.3803324,28.1141352,0.6654,0.1827,0.2305,0.689,0.3642,0.774,0.2713,0.3926,0.7408,1883.0,4778.0,3191.0,1661.0
5039,178.0,7738.0,667.3860009,11.59448953,0.8637,0.5505,0.2862,0.7899,0.1152,0.9542,0.8873,0.7676,0.8641,826.0,2267.0,1442.0,610.0
5041,267.0,12234.0,768.1450186,15.92668012,0.9039,0.7262,0.2837,0.6068,0.2057,0.9701,0.0831,0.3066,0.9411,1482.0,3491.0,1753.0,1100.0
5043,321.0,18688.0,828.3535208,22.56041597,0.7303,0.1595,0.7354,0.9287,0.2194,0.313,0.8201,0.7577,0.8523,1526.0,4115.0,3364.0,2656.0
5045,1529.0,120417.0,647.9121117,185.8539111,0.553,0.3585,0.8949,0.5642,0.5903,0.3473,0.7615,0.8297,0.4317,6196.0,23112.0,23378.0,23183.0
5047,329.0,17799.0,608.857718,29.23343086,0.2713,0.4171,0.2025,0.6558,0.6928,0.2496,0.4919,0.3731,0.652,1956.0,4930.0,3672.0,1459.0
5049,244.0,12186.0,618.1931145,19.71228685,0.1082,0.3559,0.2003,0.8227,0.944,0.3626,0.3543,0.5794,0.6673,1275.0,3171.0,3322.0,1083.0
5051,1896.0,97119.0,677.8139483,143.2826814,0.5294,0.5903,0.8157,0.5963,0.6893,0.7475,0.5673,0.9115,0.8338,7779.0,22462.0,25762.0,15464.0
5053,293.0,18046.0,631.8109691,28.56234045,0.2518,0.1095,0.3378,0.8637,0.4731,0.0462,0.1127,0.1837,0.2423,1170.0,5570.0,3600.0,2380.0
5055,796.0,43745.0,577.6880572,75.72425889,0.1974,0.0758,0.4849,0.5699,0.3849,0.1261,0.3563,0.219,0.4247,3536.0,13792.0,7887.0,4859.0
5057,377.0,22208.0,727.5199653,30.52562274,0.8497,0.9035,0.4164,0.7424,0.7574,0.7049,0.3547,0.7421,0.9752,2491.0,5276.0,4400.0,2162.0
5059,676.0,33440.0,615.2069939,54.35568895,0.5282,0.3375,0.1694,0.8889,0.2932,0.3473,0.8485,0.5062,0.6281,3442.0,9474.0,8150.0,3227.0
5061,250.0,13487.0,588.5662567,22.91500718,0.7485,0.8733,0.3534,0.6351,0.7348,0.8195,0.3072,0.674,0.8994,1297.0,3371.0,2921.0,1192.0
5063,580.0,37030.0,763.953374,48.47154455,0.3833,0.6587,0.3559,0.7389,0.7577,0.4187,0.6552,0.7173,0.7619,3512.0,9451.0,7753.0,4406.0
5065,291.0,13461.0,580.5757152,23.18560637,0.1098,0.0551,0.1433,0.7488,0.723,0.4877,0.8602,0.7351,0.6377,1653.0,3876.0,3334.0,1332.0
5067,371.0,17495.0,633.9365402,27.59739957,0.6097,0.1812,0.3416,0.5775,0.6797,0.7835,0.9812,0.8972,0.858,2421.0,5186.0,3361.0,1239.0
5069,1410.0,72385.0,870.7451459,83.1299495,0.9344,0.2881,0.8004,0.5435,0.5505,0.8424,0.9013,0.9615,0.9408,6499.0,18240.0,13726.0,8439.0
5071,419.0,26025.0,659.8897336,39.43840717,0.5565,0.8268,0.369,0.6482,0.9042,0.5495,0.6415,0.8071,0.8013,3678.0,7082.0,3982.0,2679.0
5073,147.0,7127.0,528.2949183,13.4905708,0.8138,0.0831,0.0239,0.8902,0.1293,0.9134,0.4718,0.4416,0.8039,995.0,1972.0,1161.0,775.0
5075,355.0,16915.0,587.617091,28.78575225,0.085,0.2066,0.5294,0.5435,0.4677,0.5193,0.7237,0.6355,0.7081,1782.0,4340.0,3377.0,1730.0
5077,183.0,9781.0,602.6209556,16.23076647,0.9309,0.0535,0.3604,0.5833,0.2276,0.9822,0.9764,0.8185,0.9163,1632.0,2728.0,1668.0,726.0
5079,232.0,13935.0,561.5615512,24.81473308,0.7596,0.54,0.1175,0.964,0.8571,0.8424,0.9968,0.9809,0.944,1951.0,4878.0,2481.0,1004.0
5081,244.0,12616.0,532.2561615,23.70287263,0.6667,0.0694,0.475,0.6979,0.1786,0.5495,0.2703,0.3165,0.6692,960.0,3882.0,2762.0,1090.0
5083,402.0,21935.0,708.1192603,30.97642054,0.3231,0.7249,0.127,0.5667,0.5266,0.4877,0.6584,0.4129,0.758,2108.0,6902.0,4256.0,2043.0
5085,1104.0,71279.0,770.9295557,92.45851255,0.4432,0.4295,0.4177,0.6482,0.6925,0.3986,0.12,0.3626,0.3779,5246.0,17701.0,15363.0,9944.0
5087,314.0,15761.0,834.2528153,18.89235458,0.3457,0.7198,0.3531,0.7988,0.7361,0.1907,0.0525,0.2974,0.5132,2164.0,4903.0,2522.0,1590.0
5089,401.0,16404.0,597.0084306,27.47699891,0.1605,0.1117,0.191,0.7619,0.4222,0.4734,0.1659,0.2506,0.4989,1700.0,4727.0,4022.0,2151.0
5091,870.0,43666.0,625.5873037,69.80000991,0.703,0.1716,0.8364,0.5963,0.5314,0.7182,0.6635,0.8924,0.8411,4018.0,10473.0,10200.0,4970.0
5093,946.0,44199.0,900.5752192,49.07863225,0.816,0.5088,0.2649,0.4368,0.6737,0.8376,0.4811,0.5871,0.9204,5137.0,10586.0,7757.0,3771.0
5095,211.0,7542.0,607.1302625,12.42237534,0.8574,0.2569,0.3699,0.5091,0.7552,0.9761,0.1465,0.6205,0.9121,1064.0,2077.0,1252.0,639.0
5097,162.0,9100.0,779.8803749,11.6684562,0.3222,0.4782,0.1086,0.9274,0.446,0.5033,0.377,0.411,0.5473,1351.0,2432.0,2002.0,902.0
5099,175.0,8668.0,617.8363945,14.02960408,0.7698,0.0,0.0372,0.8497,0.8825,0.8071,0.553,0.8182,0.8036,562.0,2513.0,1917.0,853.0
5101,137.0,7988.0,820.9054422,9.730718777,0.1792,0.0,0.1388,0.66,0.737,0.0872,0.0923,0.1506,0.3639,774.0,2026.0,1754.0,1172.0
5103,517.0,24728.0,732.7830538,33.74532186,0.8488,0.4667,0.2496,0.6453,0.8173,0.872,0.3811,0.7367,0.8816,2286.0,6816.0,4908.0,2370.0
5105,169.0,10246.0,551.5621322,18.57632967,0.2824,0.0,0.0293,0.8962,0.7841,0.2496,0.4951,0.4527,0.4779,1099.0,3022.0,2213.0,918.0
5107,404.0,19929.0,695.6244127,28.64908079,0.9545,0.2763,0.6211,0.4779,0.7822,0.9841,0.1624,0.7631,0.9787,2367.0,3833.0,4146.0,1653.0
5109,186.0,11017.0,600.6188268,18.34274836,0.4257,0.7682,0.085,0.8281,0.4091,0.4187,0.4358,0.3193,0.7011,949.0,2865.0,2410.0,1301.0
5111,562.0,24131.0,758.3606695,31.81995186,0.4187,0.1859,0.2168,0.482,0.894,0.766,0.3317,0.5855,0.8163,3204.0,7019.0,4265.0,1804.0
5113,375.0,20290.0,857.6840407,23.65673026,0.4053,0.6635,0.4378,0.7924,0.9322,0.4358,0.0697,0.5692,0.8653,2119.0,5136.0,4817.0,1981.0
